fecha_hora,ubicacion,placas_unicas,conteo_total
2026-03-31T00:00:00.000-05:00,Cr 87 Cl 30  UdeM S-N,3688,2337318
2026-03-31T00:00:00.000-05:00,CL 12 Sur x CR 11,4080,2337318
2026-03-31T00:00:00.000-05:00,Cl 30 Cr 80 Plastitelas OR-OCC,4016,2337318
2026-03-31T00:00:00.000-05:00,Cr 37 Cl 9sur Mall Comercial Honda OR-OCC,3995,2337318
2026-03-31T00:00:00.000-05:00,CR 65 x CL 7 N-S,3508,2337318
2026-03-31T00:00:00.000-05:00,cra 43c con calle 1 sur  (UNIDAD CA├æAVERAL-CERCA PUENTE 4 SUR) n-s,3554,2337318
2026-03-31T00:00:00.000-05:00,Trv. Intermedia Av. Las Palmas OR-OCC,3718,2337318
2026-03-31T00:00:00.000-05:00,Cl 20sur Cr 27  San Lucas OCC-OR,3296,2337318
2026-03-31T00:00:00.000-05:00,CL 34B x CR 93B OR-OCC,2945,2337318
2026-03-31T00:00:00.000-05:00,Cl 72 Cr 102 Via Med-SanPerdro Hamacas S-N,2730,2337318
2026-03-31T00:00:00.000-05:00,Diag 79A Cr 76  Ingreso Belen Rincon OR-OCC,2709,2337318
2026-03-31T00:00:00.000-05:00,Cl 15A Cr 79  Und Yerbabuena Los Bernal OCC-OR,2910,2337318
2026-03-31T00:00:00.000-05:00,CR 49 x CL 72A,1862,2337318
2026-03-31T00:00:00.000-05:00,CR 99 x CL 48 S-N,2647,2337318
2026-03-31T00:00:00.000-05:00,CR 45 x CL 67,2656,2337318
2026-03-31T00:00:00.000-05:00,CR 66B x CL 28 S-N,2941,2337318
2026-03-31T00:00:00.000-05:00,CL 82 x CR 51C,2017,2337318
2026-03-31T00:00:00.000-05:00,Cl 35 Av 80 Rompoy Don Quijote OR-OCC,2795,2337318
2026-03-31T00:00:00.000-05:00,Cr 56A Av de Greiff  Hacia San Benito N-S,2686,2337318
2026-03-31T00:00:00.000-05:00,Calle 12 Sur cra 44 (Glorieta Aguacatala al lado del sendero peatonal) (Ori-Occ),2571,2337318
2026-03-31T00:00:00.000-05:00,CR 11 x CL 5 sur,2350,2337318
2026-03-31T00:00:00.000-05:00,Cl 10 Cr 25A Cola del Zorro OR-OCC,2244,2337318
2026-03-31T00:00:00.000-05:00,CL 25 x CR 65 OR-OCC,2381,2337318
2026-03-31T00:00:00.000-05:00,Cl 20A Cr 79A Capilla SaludCoop OCC-OR,2118,2337318
2026-03-31T00:00:00.000-05:00,CL 25 x CR 65 OCC-OR,2322,2337318
2026-03-31T00:00:00.000-05:00,Trv Intermedia Cr 34 Cl 5A Poblado S-N,2273,2337318
2026-03-31T00:00:00.000-05:00,CL 48A x CR 99A OCC-OR,1664,2337318
2026-03-31T00:00:00.000-05:00,CL 48A x CR 99A OR-OCC,1554,2337318
2026-03-31T00:00:00.000-05:00,CRA 51 X CLL 49,1661,2337318
2026-03-31T00:00:00.000-05:00,Cr 74 Cl 48  Obelisco N-S,1584,2337318
2026-03-31T00:00:00.000-05:00,Cra 48 con Cll 66 (antes de iglesia marrique direccion bajando al centro ),1435,2337318
2026-03-31T00:00:00.000-05:00,Autopista Sur x Est. industriales N-S CURVA,1117,2337318
2026-03-31T00:00:00.000-05:00,DG 65D X CL 34A,716,2337318
2026-03-31T00:00:00.000-05:00,Cl 30 Cr 80 Plastitelas OCC-OR,556,2337318
2026-03-31T00:00:00.000-05:00,CL 38 x CR 106A OCC-OR,549,2337318
2026-03-31T00:00:00.000-05:00,CL 38 x CR 106A OR-OCC,478,2337318
2026-03-31T00:00:00.000-05:00,Trv 79C Av 80 Bajando a coger la 80 OCC-OR,306,2337318
2026-03-31T00:00:00.000-05:00,Av 80 con Calle 28A La Jugosa N-S,6,2337318
