velocidad,calle,retraso,velocidad_promedio
3.7099999999999995,AP Norte >(S),584,17.993880866425993
6.709999999999999,AP Norte >(S),305,17.993880866425993
15.479999999999999,AP Norte >(S),109,17.993880866425993
19.21,AP Norte >(N),84,17.993880866425993
23.68,AP Norte >(N),130,17.993880866425993
22.96,AP Norte >(N),137,17.993880866425993
42.08,AP Norte >(S),60,17.993880866425993
23.880000000000003,AP Norte >(S),73,17.993880866425993
23.29,AP Norte >(S),76,17.993880866425993
37.709999999999994,AP Norte >(S),80,17.993880866425993
39.9,AP Norte >(S),70,17.993880866425993
36.63,AP Norte >(S),86,17.993880866425993
45.410000000000004,AP Norte >(S),47,17.993880866425993
10.76,AP Norte >(S),175,17.993880866425993
9.760000000000002,AP Norte >(S),197,17.993880866425993
5.72,AP Norte >(S),131,17.993880866425993
9.03,AP Norte >(S),216,17.993880866425993
9.59,AP Norte >(S),201,17.993880866425993
6.5,AP Norte >(S),113,17.993880866425993
6.34,AP Norte >(S),116,17.993880866425993
23.33,AP Norte >(S),76,17.993880866425993
17.57,AP Norte >(S),91,17.993880866425993
8.120000000000001,AP Norte >(S),245,17.993880866425993
8.05,AP Norte >(S),247,17.993880866425993
3.55,AP Norte >(S),221,17.993880866425993
